DOC CODE,DOC DESCRIPTION,PROP,FIRST PARTY,SECOND PARTY,AMOUNT,COMMENTS
URA,RATIFICATION OF UNIT,O,"signature   IF Lessee or Operator also sign, index as additional Grantees not Grantors.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
GRANTOR- LESSEE","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name and Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
GRANTEE- ""PUBLIC""",N,
NO,Re: NOTICE TO OPERATOR Etc.,O,"""TEXAS RAILROAD COMMISSION""","Operator & other parties (both usually listed on left & right directly below heading of document) **IF no grantee name at all index ""PUBLIC""",N,
NO,Re: NOTICE TO OPERATOR Etc.,O,"""TEXAS RAILROAD COMMISSION""",Operator & other parties (both usually listed on left & right directly below heading of document),N,
NOTE,REAL ESTATE LIEN NOTE,O,borrower (sig.),lender,N,"*A Note is, in non-real estate language, an IOU.
It is a promise to pay.  It does not need $ indexed."
REA,REASSIGNMENT,O,signatory party  & Borrower (if dealing with a Lien),assigned/conveyed unto,N,*If multiple assignment/conveyance with  more than 8 borrowers do not index any borrowers
REA,REASSIGNMENT OF LIEN,O,signatory party  & Borrower (if dealing with a Lien),assigned/conveyed unto,N,*If multiple assignment/conveyance with  more than 8 borrowers do not index any borrowers
M,RECEIPT,O,party issuing (sig.),issued to,N,
CC,"RECEIPT, CERTIFIED COPY OF",O,party issuing (sig.),issued to,N,
DE,RECEIVER’S DEED,O,Receiver (sig.) & parties to suit (Plaintiff and Defendant),"purchaser  (granted, sold & conveyed unto)",N,
RCV,RECONVEYANCE        ,O,signatory party  & Borrower (if dealing with a Lien),assigned/conveyed unto,N,*If multiple assignment/conveyance with  more than 8 borrowers do not index any borrowers
RE,RECONVEYANCE DEED,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,This Title would usually be found on a document  Originating in a  State other than Texas
RCV,RECONVEYANCE OF LIEN,O,signatory party  & Borrower (if dealing with a Lien),assigned/conveyed unto,N,*If multiple assignment/conveyance with  more than 8 borrowers do not index any borrowers
NO,RECORDATION NOTICE AND MEMORANDUM OF THE SURVEYING AND PLACEMENT OF  AN OIL AND.OR GAS WELL SITE,O,signatory party (usually the Operator),lessor and lessee,N,
RED,REDEMPTION,O,party redeeming,redeemed from,N,
DL,REFUSAL,O,signatory party,"other party  Or  ""PUBLIC""",N,
RES,REFUSAL TO ACT AS TRUSTEE,O,signatory party,"other party  Or  ""PUBLIC""",N,
AG,REGULATORY AGREEMENT,O,signature (Borrower),Lender,N,
REI,REINSTATEMENT AGREEMENT,O,signature  (Borrower),signature (Current Lender),N,
REI,REINSTATEMENT OF LIEN,O,signature  (Borrower),signature (Current Lender),N,
REL,RELEASE,O,signatory party ,being released or waived unto,N,"**THERE ARE MANY RELEASE CODES – YOU WILL NEED TO READ DOC.   IF A DOCUMENT IS TITLED RELEASE blah blah, BUT HAS A STATEMENT IN THE 1ST PARAGRAPH OR IN PARAGRAPH ABOVE SIGNATURE, SAYING IT IS A PARTIAL RELEASE.  SEE THE P’S FOR PARTIAL RELEASES.  THE WORD ‘PARTIAL’ MUST BE PRESENT IN THE DOCUMENT."
RE,"RELEASE  DEED      ( Rel. of voluntary liens-Deed of Trust, Mechanics Lien Contract, Lien)",O,signature (lender),"being released (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,*This Title would usually be found on a document originating in a  State other than Texas
REL,RELEASE & SETTLEMENT AGREEMENT,O,signatory party ,being released or waived unto,N,"**THERE ARE MANY RELEASE CODES – YOU WILL NEED TO READ DOC.   IF A DOCUMENT IS TITLED RELEASE blah blah, BUT HAS A STATEMENT IN THE 1ST PARAGRAPH OR IN PARAGRAPH ABOVE SIGNATURE, SAYING IT IS A PARTIAL RELEASE.  SEE THE P’S FOR PARTIAL RELEASES.  THE WORD ‘PARTIAL’ MUST BE PRESENT IN THE DOCUMENT."
REL,RELEASE & WAIVER,O,signatory party ,being released or waived unto,N,"**THERE ARE MANY RELEASE CODES – YOU WILL NEED TO READ DOC.   IF A DOCUMENT IS TITLED RELEASE blah blah, BUT HAS A STATEMENT IN THE 1ST PARAGRAPH OR IN PARAGRAPH ABOVE SIGNATURE, SAYING IT IS A PARTIAL RELEASE.  SEE THE P’S FOR PARTIAL RELEASES.  THE WORD ‘PARTIAL’ MUST BE PRESENT IN THE DOCUMENT."
REL,RELEASE & WAIVER OF LIEN,O,signatory party ,being released or waived unto,N,"**THERE ARE MANY RELEASE CODES – YOU WILL NEED TO READ DOC.   IF A DOCUMENT IS TITLED RELEASE blah blah, BUT HAS A STATEMENT IN THE 1ST PARAGRAPH OR IN PARAGRAPH ABOVE SIGNATURE, SAYING IT IS A PARTIAL RELEASE.  SEE THE P’S FOR PARTIAL RELEASES.  THE WORD ‘PARTIAL’ MUST BE PRESENT IN THE DOCUMENT."
REL,RELEASE AGREEMENT,O,signatory party ,being released or waived unto,N,"**THERE ARE MANY RELEASE CODES – YOU WILL NEED TO READ DOC.   IF A DOCUMENT IS TITLED RELEASE blah blah, BUT HAS A STATEMENT IN THE 1ST PARAGRAPH OR IN PARAGRAPH ABOVE SIGNATURE, SAYING IT IS A PARTIAL RELEASE.  SEE THE P’S FOR PARTIAL RELEASES.  THE WORD ‘PARTIAL’ MUST BE PRESENT IN THE DOCUMENT."
RLC,RELEASE OF ABSTRACT OF ASSESSMENT,O,"""TEXAS STATE OF""  (or State involved)",assessed employer/party,N,
RJ,RELEASE OF ABSTRACT OF JUDGMENT,O,party releasing (usually party who recovered judgment)  ,released (recovered against) ,O,*Do not index from the signatory area.  Index only parties indicated above
RAD,RELEASE OF ADMINISTRATIVE LIEN,O,party releasing (usually the State),being released,N,
RLC,RELEASE OF ASSESSMENT LIEN  BY A CITY  **,O,party releasing,being released,N,"**  IF deals with Paving and  no claimed against party given, but does 
        have street(s) that have been  paved, use street names as grantee
   *needs reference
 *IF Assessment (claim) has been transferred to a Contractor & a 
 Mechanics Lien   Contract has been established, please see Release
 of Mechanics Lien (RE) for code & instructions.



"
RLC,RELEASE OF ASSESSMENT LIEN BY HOMEOWNERS ASSOCIATION,O,party releasing,being released,N,"**  IF deals with Paving and  no claimed against party given, but does 
        have street(s) that have been  paved, use street names as grantee
   *needs reference
 *IF Assessment (claim) has been transferred to a Contractor & a 
 Mechanics Lien   Contract has been established, please see Release
 of Mechanics Lien (RE) for code & instructions.



"
REL,RELEASE OF ATTACHMENT LIEN (WRIT OF ATTACHMENT),O,signatory parties,party being released,N,
RCS,RELEASE OF CHILD SUPPORT LIEN,O,signature (usually the State) & party owed support (Obligee - not the child) ,"being released, party who had to pay (Obligor)",N,
REL,RELEASE OF COLLATERAL ASSIGNMENT/TRANSFER,O,signatory party ,released to,N,
CAN,RELEASE OF CONTRACT OF SALE,O,party canceling (sig.),"party whose rights are canceled  Or ""PUBLIC""",N,"*If all sign & no definition made, index all as grantor/grantee"
RE,RELEASE OF DEED OF TRUST,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
REW,RELEASE OF EASEMENT,O,signatory party ,released to,N,
EST,RELEASE OF ESTATE TAX LIEN,O,signatory party ,Estate released,O,
RFT,RELEASE OF FEDERAL TAX LIEN,O,"government  (""U S A INTERNAL REVENUE SERVICE"")",taxpayer,O,
RST,RELEASE OF FRANCHISE TAX LIEN,O,"government  (""TEXAS STATE OF"")",taxpayer,N,
RHL,RELEASE OF HOSPITAL LIEN,O,signature  (Hospital),released (injured party),N,
IT,RELEASE OF INHERITANCE TAX LIEN,O,government agency,Estate issued to (ESTATE after name),N,
RJ,RELEASE OF JUDGMENT,O,party releasing (usually party who recovered judgment)  ,released  (recovered against) (see below),N,*Do not index from the signatory area.  Index only parties indicated above
RLC,RELEASE OF LABOR LIEN,O,signatory party ,released (claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
RLS,RELEASE OF LEASE,O,signatory party ,"being released   (released party is usually the lessor, land owner)",N,*if both parties sign use Lessee to Lessor
RE,RELEASE OF LEIN (FOR IMPROVEMENT AGREEMENT)  ((between the City & Property Developer (owner)),O,all signatures,Subdivision Name,N,"***If this doc. involves other than a City & a Developer/Property Owner(s)
      please check further before using this instruction.
   ********THIS IS NOT THE SAME THING AS A “PARTIAL RELEASE of     CONTRACT FOR IMPROVEMENTS”BETWEEN AN OWNER & 
   CONTRACTOR(ML), which would be a PR."
RE,RELEASE OF LIEN    (FOR TAX LIEN CONTRACT),O,signature (tax lien holder),being released  (property owner),N,
RE,"RELEASE OF LIEN    (voluntary liens-Deed of Trust, Mechanics Lien Contract, Lien)",O,signature (lender),"being released (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
RLC,RELEASE OF LIEN AFFIDAVIT,O,signature (claimed lien),released (parties claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions"
BO,RELEASE OF LIEN BOND,O,principal & surety (being bonded & guaranteeing bond),bound unto,N,
RLC,RELEASE OF LIEN CLAIMED,O,signature (claimed lien),released (parties claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions"
RLF,RELEASE OF LIEN FOR FINE AND/OR RESTITUTION,O,U S A ,Defendant (party being released),N,
RLC,RELEASE OF LIEN NOTICE,O,signature (claimed lien),released (parties claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions"
RLP,RELEASE OF LIS PENDENS,O,signatory party (usually Plaintiff),released (usually Defendant),N,
RLC,RELEASE OF MATERIALMAN’S LIEN (Claim),O,signature (claimed lien),released (parties claimed against),N,
RLC,RELEASE OF MECHANCI’S & MATERIALMAN’S LIEN (Claim),O,signature (claimed lien),released (parties claimed against),N,
RE,RELEASE OF MECHANIC’S & MATERIALMAN’S LIEN CONTRACT,O,signature (lender),"being released (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
RLC,RELEASE OF MECHANIC’S LIEN AFFIDAVIT (Claim),O,signature (claimed lien),released (parties claimed against),N,
RE,RELEASE OF MECHANIC’S LIEN CONTRACT,O,signature (lender),"being released (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
RME,RELEASE OF MEDICAL LIEN,O,signatory party ,released (party claimed against),N,*Handles all types of Medical Liens Except Hospital liens
RE,RELEASE OF MORTGAGE,O,signature (lender),"being released (use name in the ‘release statement’ if available, else, use the ‘Note-Mortgage executed by:’, ‘ borrower’)",N,
RLC,RELEASE OF MOWING LIEN,O,signature (claimed lien),released (claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
RLC,RELEASE OF MUNICIPAL UTILITY LIEN,O,signature (claimed lien),released (claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
REL,RELEASE OF NOTICE OF DEMOLITION ORDER,O,signatory party (usually city),"property owner & other interested parties (if listed)  or  ""PUBLIC""",N,
RLS,RELEASE OF OIL & GAS LEASE,O,signatory party ,being released ,N,*If both parties sign – Grantor– lessor    Grantee- lessee
RLS,RELEASE OF OIL & GAS LEASE,O,signatory party ,"being released   (released party is usually the lessor, land owner)",N,*if both parties sign use Lessee to Lessor
RPP,RELEASE OF OIL PAYMENT,O,signatory party ,being released ,N,
RO,RELEASE OF OPTION,O,signatory party ,being released ,N,*If both parties sign – Grantor-optionee    Grantee-optionor
RE,RELEASE OF PAVING CONTRACT,O,signatory party,"being released, party contract executed by (usually land owner)",N,
RLC,RELEASE OF PAVING LIEN,O,signature (usually a City),"released (claimed against).  IF deals with Paving and  no claimed against party given, but does have street(s) that have been  paved, use street names as grantee",N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
RME,RELEASE OF PHYSICANS LIEN ,O,"signatory party, Physician",being released,N,
RLC,RELEASE OF PRIVILEGED LIEN,O,signature (usually a City),"released (claimed against).  IF deals with Paving and  no claimed against party given, but does have street(s) that have been  paved, use street names as grantee",N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
RPP,RELEASE OF PRODUCTION PAYMENT,O,signatory party ,being released ,N,
RE,"RELEASE OF PRODUCTION PAYMENT,  MORTGAGE, DEED OF TRUST & ASSIGNMENT",O,signatory party ,being released ,N,
RR,RELEASE OF RESTRICTIIVE COVENANTS,O,signature ,"Property name & if dealing with reversion, party released to (usually owners)",N,
RO,RELEASE OF RIGHT OF FIRST REFUSAL,O,signatory party ,being released ,N,
RRR,RELEASE OF RIGHT OF REDEMPTION,O,signatory party ,being released ,N,
PRR,RELEASE OF RIGHT OF REVERSION CONTAINED IN RESTRICTIONS,O,Company name(s),Company name(s),N,
REW,RELEASE OF RIGHT OF WAY,O,signatory party ,being released ,N,
REW,RELEASE OF RIGHT OF WAY EASEMENT,O,signatory party ,being released ,N,
REL,RELEASE OF SEVERANCE AGREEMENT,O,signatory party ,being released ,N,
RST,RELEASE OF STATE TAX LIEN,O,"government (""TEXAS STATE OF"")",taxpayer,N,
RST,RELEASE OF STATE TAX LIEN FILED IN ERROR,O,"government (""TEXAS STATE OF"")",taxpayer,N,
RJ,RELEASE OF TAX JUDGMENT,O,party releasing (usually party who recovered judgment)  ,released  (recovered against) (see below),N,*Do not index from the signatory area.  Index only parties indicated above
RTX,RELEASE OF TAX LIEN,O,government agency,taxpayer,N,*use for other than State you are indexing & Federal Government
RE,RELEASE OF TAX LIEN CONTRACT,O,signature (tax lien holder),being released  (property owner),N,
REL,RELEASE OF WARRANT,O,signature,other party,N,
RLC,RELEASE OF WATER/SEWER LIEN,O,signature (usually a City),released (claimed against),N,"*IF Assessment (claim) has been transferred to a Contractor & a Mechanics Lien
  Contract has been established, please see Release of Mechanics Lien (RE) 
 for code & instructions."
REL,"RELEASE OF WORKING INTEREST (IN A LEASE, OIL&GAS etc. LEASE)",O,signatory parties,party being released,N,
REL,RELEASE OF WRIT OF ATTACHMENT,O,signatory parties,party being released,N,
RMV,REMOVAL  /  REMOVAL CERTIFICATE,O,signatory party ,other party,N,
ROD,REMOVAL OF DISABILITIES (OF A MINOR ETC.)  (CERTIFIED COPY OF),O,person for whom Disabilities are to be removed,"""PUBLIC""",N,"*This covers Application, Judgment, Order & Petition dealing with removal"
RMV,REMOVAL OF TRUSTEE,O,"signature & Borrower, if applies",being removed (show TRUSTEE after name),N,
AT,REMOVAL OF TRUSTEE & APPOINTMENT OF SUBSTITUTE TRUSTEE,O,"signature & Borrower, if applies",being removed & being appointed (show TRUSTEE and SUB TRUSTEE respectively ,N,
RN,RENEWAL,O,"Signatory party         (if lien, borrower)","Other party               (if lien, lender from sig. area)",N,
RN,RENEWAL & EXTENSION AGREEMENT,O,"Signatory party         (if lien, signature, borrower)","Other party               (if lien, lender from sig. area)",N,
RN,RENEWAL & EXTENSION OF LIEN,O,"Signatory party         (if lien, signature, borrower)","Other party               (if lien, lender from sig. area)",N,
RN,RENEWAL AGREEMENT,O,"Signatory party         (if lien, borrower)","Other party               (if lien, lender from sig. area)",N,
RN,RENEWAL EXTENSION & MODIFICATION OF LIEN,O,"Signatory party         (if lien, signature, borrower)","Other party               (if lien, lender from sig. area)",N,
AJ,RENEWAL OF ABSTRACT OF JUDGMENT,O,party recovering Judgment,recovered Against,N,
LS,RENEWAL OF LEASE,O,signatory party (Lessor) ,other party,N,"IF Lessor does not sign, change Type to = RN- Grantor-signature  Grantee- other party"
RN,RENEWAL OF LIEN,O,"Signatory party         (if lien, signature, borrower)","Other party               (if lien, lender from sig. area)",N,
OGL,"RENEWAL OF OIL, GAS & MINERAL LEASE",O,signatory party (Lessor) ,other party,N,"IF Lessor does not sign, change Type to = RN- Grantor-signature  Grantee- other party"
RN,"RENEWAL, EXTENSION & MODIFICATION",O,"Signatory party         (if lien, signature, borrower)","Other party               (if lien, lender from sig. area)",N,
DO,RENTAL DIVISION ORDER,O,signatory party ,"current lessee AND IF Change of Depository involved, also index Depository",N,
DO,RENTAL DIVISION ORDER AND CHANGE OF DEPOSITORY,O,signatory party ,"current lessee AND IF Change of Depository involved, also index Depository",N,
CAN,RENUNCIATION,O,signature,"other party OR ""PUBLIC""",N,
M,REPORT,O,signatory party ,"other party Or ""PUBLIC""",N,"**Before coding as ‘M’, make sure doc is not dealing Bankruptcy, Divorce, Probate,  
    Suit, etc. which would key under their individual code and Not under Report
  *If suit involved show, Plaintiff & Defendant  =  grantor & grantee
  *If single party suit show, Grantee = PUBLIC"
NO,REPORT OF SALE OF IMPOUNDED STOCK,O,signatory party (usually the County Sheriff and the County itself),"purchaser, or if no purchaser named, ""PUBLIC""",N,
REQ,REQUEST,O,signatory party ,"other party Or ""PUBLIC""",N,
REQ,REQUEST FOR NOTICE    (Usually Dealing with Foreclosure),O,signatory party,"borrowers (if concerns default on debt), otherwise party requested of, or ""PUBLIC""",N,*needs reference if concerns default on debt
RTP,REQUEST FOR TAX PAYMENT,O,signature & Taxpayer,party requested to pay,N,
 TTL,REQUEST FOR TAX PAYMENT & TRANSFER OF TAX LIEN,O,signatures & Taxpayer,transferred to,N,*usually a two part document
CAN,RESCISSION,O,party canceling (sig.),"party whose rights are canceled Or ""PUBLIC""",N,"*If all sign & no definition made, index all as grantor/grantee"
CAN,RESCISSION OF ACCELERATION,O,signatory party  ,borrower (land reverting to),N,
DIF,RESCISSION OF FORECLOSURE SALE,O,signatory party  ,borrower (land reverting to),N,
DIF,RESCISSION OF FORECLOSURE SALE & CANCELLATION OF TRUSTEES DEED,O,signatory party  ,borrower (land reverting to),N,
RES,RESIGNATION,O,"signature & Borrower, if applies ",resigned from,N,
AG,RESIGNATION AND APPOINTMENT AGREEMENT,O,Current Lender & Agent & borrowers& guarantors(if any),New Lender & Agent,N,***this actually reads like an Assignment 
RES,RESIGNATION OF TRUSTEE,O,"signature & Borrower, if applies ",resigned from,N,
RES,RESIGNATION OF TRUSTEE & ACCEPTANCE OF SUCCESSOR TRUSTEE,O,signature (Resigning Trustee),resigning from And Sub Trustee Accepting position (show Sub Trustee after new Trustee’s Name),N,
AT,RESIGNATION OF TRUSTEE & APPOINTMENT OF SUBSTITUTE TRUSTEE,O,signatures (both resigning trustee (show Trustee after name) & party appointing new trustee) & Borrower  (if applicable),being appointed (do Not show Trustee with name) ,N,*usually a two part document
AT,RESIGNATION OF TRUSTEE & APPOINTMENT OF SUCCESSOR TRUSTEE,O,signatures (both resigning trustee (show Trustee after name) & party appointing new trustee) & Borrower  (if applicable),being appointed (do Not show Trustee with name) ,N,*usually a two part document
RL,RESOLUTION,O,making resolution (usually a business or a City),"""PUBLIC""",N,
RS,RESTRICTIONS AGREEMENT,O,Company name(s),Company name(s),N,
RS,RESTRICTIONS AMENDMENT OR EXTENSION OR MODIFICATION,O,Company name(s),Company name(s),N,"*needs reference for Amd., Ext., Mod., or Renewal"
RS,RESTRICTIONS RENEWAL,O,Company name(s),Company name(s),N,"*needs reference for Amd., Ext., Mod., or Renewal"
RS,RESTRICTIVE COVENANTS,O,signature ,Property name,N,
ML,"RETAIL INSTALLMENT CONTRACT, BUILDER AND MECHANIC LIEN WITH POWER OF SALE",O,signature (owner),contractor & assigned to party  (if assignment involved),N,"*IF parties are labeled ‘Seller’ and ‘Purchaser’, take a good look.  The purchaser is 
 most likely the land ‘owner’ purchasing materials/labor from the ‘seller’. 
 In which case the grantor- purchaser and grantee- seller & assigned to party if any"
AG,RETENTION AGREEMENT,O,signature (purchaser),party granting subsidy (financial agency),N,
REV,REVOCATION,O,signatory party ,party whose rights are revoked or what is revoked.,N,
ABC,REVOCATION OF CONDOMINIUM,O,party abandoning (sig.) & Condominium ,"abandoned to Or ""PUBLIC""",N,
RPA,REVOCATION OF POWER OF ATTORNEY,O,signatory party ,"party whose powers revoked Or, if not given, UNKNOWN",N,
RRF,REVOCATION OF RELEASE OF FEDERAL TAX LIEN,O,"government (""U S A INTERNAL REVENUE SERVICE"")",taxpayer,N,
RR,REVOCATION OF RESTRICTIVE COVENANTS,O,signature ,"Property name & if dealing with reversion, party released to (usually owners)",N,
TT,REVOCATION OF TRUST,O,signatory party ,"Trust being revoked OR ""PUBLIC""",N,
AT,REVOCATION OF TRUSTEE & APPOINTMENT OF SUBSTITUTE TRUSTEE,O,"signature & Borrowers, if applies",being revoked & being appointed (show TRUSTEE and SUB TRUSTEE respectively ,N,
AT,REVOCATION OF TRUSTEE & APPOINTMENT OF SUCCESSOR TRUSTEE,O,"signature & Borrowers, if applies",being revoked & being appointed (show TRUSTEE and SUB TRUSTEE respectively ,N,
ADD,RIDER,O,signatory party ,other party,N,
OP,RIGHT OF FIRST REFUSAL,O,party granting option (sig.),party rights granted to,N,
RW,RIGHT OF WAY,O,signatory party ,granted right of way,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
RW,RIGHT OF WAY AGREEMENT,O,signatory party ,granted right of way,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
RW,RIGHT OF WAY AND EASEMENT,O,signatory party ,granted right of way,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
RW,RIGHT OF WAY CONVEYANCE,O,signatory party ,granted right of way,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
RWD,RIGHT OF WAY DEED,O,signatory party ,purchaser,N,
RWE,RIGHT OF WAY EASEMENT,O,signatory party ,party row easement granted unto,N,"*needs reference IF Only Property is Acres, Or If No Property shown"
RW,RIGHT OF WAY GRANT,O,signatory party ,granted right of way,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
PR,RIGHT OF WAY LIEN RELEASE,O,signatory party,"being released, (Borrower & State if release statement is “do hereby release unto the State of Texas”)",N,
POO,ROYALTY AGREEMENT     (this reads almost like a stipulation of interest) (deals with pooling),O,signatory party,parties who are listed with their portion of the royalties,N,
RYD,ROYALTY AND MINERAL DEED,O,signatory party ,conveyed to,N,
ROC,ROYALTY AWARD        (Usually the State will be Grantor on this title),O,signatory party ,conveyed to,N,
RYC,ROYALTY CONTRACT,O,signatory party ,other party,N,"*if all sign & no grantor/grantee definition is made, all parties will be shown as both"
ROC,ROYALTY CONVEYANCE,O,signatory party ,conveyed to,N,
RYD,ROYALTY DEED,O,signatory party ,conveyed to,N,
DO,ROYALTY DIVISION ORDER,O,signatory party ,current lessee,N,
MC,"SALE, CONVEYANCE & ASSIGNMENT OF MINERAL & ROYALTY INTEREST",O,signatory party ,"conveyed, sold to",N,
ROC,"SALE, CONVEYANCE & ASSIGNMENT OF ROYALTY INTEREST",O,signatory party ,"conveyed, sold to",N,
AG,SALT WATER DISPOSAL AGREEMENT,O,signatory party,"party agreeing with  OR ""PUBLIC""",N,
RE,SATISFACTION OF DEED OF TRUST,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
RE,SATISFACTION OF LIEN,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note-Deed of Trust executed by:’, ‘ borrower’)",N,
SEC,SECURITY AGREEMENT &/WITH ASSIGNMENT,O,debtor,"lender & assigned to party, if applies",N,
SEC,SECURITY AGREEMENT (YOU SHOULD EXPECT THIS TO BE SOMEWHAT LIKE  A FINANCING STATEMENT),O,debtor,"lender & assigned to party, if applies",N,
AG,SEISMIC AGREEMENT,O,signature (owner),other party,N,
SZS,SEIZURE & SALE,O,owner & party who seized property (use title after name),purchaser,N,
AG,SERVITUDE AGREEMENT,O,"signatory party, owner",other party ,N,
SET,SETTLEMENT AGREEMENT,O,signatory party & if Estate is involved also index primary deceased party ,other party,N,"*If all sign & no definition made, index all as grantor & grantee (do not include   deceased party as grantee unless they are being represented by someone)"
SET,SETTLEMENT OF COMMUNITY PROPERTY,O,signatory party & if Estate is involved also index primary deceased party ,other party,N,"*If all sign & no definition made, index all as grantor & grantee (do not include   deceased party as grantee unless they are being represented by someone)"
AG,SEVERANCE AGREEMENT,O,"signatory parties, (borrowers, lessee)",Lender,N,
SS,SHERIFF’S BILL OF SALE,O,signature & County Name (show word SHERIFF after each) & defendant (owner),purchaser,N,(these documents are usually personal property)
SS,SHERIFF’S CONVEYANCE,O,signature & County Name (show word SHERIFF after each) & defendant (owner),purchaser,N,(these documents are usually personal property)
SD,SHERIFF’S DEED  (usually real property),O,signature & County Name (show word SHERIFF after each) & defendant (owner),purchaser,N,
SS,SHERIFF’S SALE   ,O,signature & County Name (show word SHERIFF after each) & defendant (owner),purchaser,N,(these documents are usually personal property)
SD,SHERIFF’S TAX DEED,O,signature & County Name (show word SHERIFF after each) & defendant (owner),purchaser,N,
SD,SHERIFF’S TAX DEED (TAX RESALE)  ,O,signature & County Name (show word SHERIFF after each) & other taxing entities signing or being represented,purchaser,N,(Usually has already been sold to the Taxing  (handled by the Sheriff’s Office) to recoup their money). Entities at Sheriff’s Auction and now is being Resold by the Taxing Entities   -  **(Defendant is Not needed on this document)
DT,SHORT FORM DEED OF TRUST,O,"signature (owner, borrower)","lender  (beneficiary, payable to the order of, justly indebted to)",N,*IF Short Form **needs reference to Master Deed of Trust if given
DT,SHORT FORM DEED OF TRUST,O,"signature (owner, borrower)","lender  (beneficiary, payable to the order of, justly indebted to)",O,*needs reference to Master Deed of Trust if given
WD,SPECIAL WARRANTY DEED,O,seller (sig.),"purchaser (grant, sell and convey unto; granted, sold and conveyed unto)",N,
EM,SPECIAL WARRANTY EASEMENT,O,signatory party,party easement granted to,N,
CTR,STANDARD FORM OF AGREEMENT BETWEEN CONTRACTOR & OWNER,O,owner,contractor,N,
STL,STATE TAX LIEN,O,"government  (""TEXAS STATE OF"")",taxpayer,O,
RST,STATE TAX LIEN RELEASE,O,"government   (""TEXAS STATE OF"")",taxpayer,N,
AF,STATEMENT OF A LANDMAN,O,"signature & who signature represents, if any",parties affidavit is about,N,
AF,STATEMENT OF FACT,O,,,N,**See A’s for various instructions on indexing Affidavits
AF,STATEMENT OF OFFICER,O,signatory party,elected position ,N, Example:  HARRISON COUNTY SHERIFF
SOL,STATEMENT OF OWNERSHIP & LOCATION,O,Government Body  (Texas Department of Housing and Community Affairs),Owners *This has to do with Mobile Homes,N,
SI,STIPULATION OF INTEREST & CROSS CONVEYANCE OF INTEREST,O,signatory party ,"party stipulated to have interest  Or  ""PUBLIC""",N,
SI,STIPULATION OF INTEREST (Agreement),O,signatory party ,"party stipulated to have interest  Or  ""PUBLIC""",N,
DE,STREET DEED,O,seller,purchaser,N,
LS,SUB LEASE,O,sub lessor & property owner,sub lessee,N,
OGL,"SUB OIL, GAS & MINERAL LEASE",O,sub lessor & property owner,sub lessee,N,
DT,SUBORDINATE DEED OF TRUST,O,"signature (owner, borrower)","lender  (beneficiary, payable to the order of, justly indebted to)",N,
SUB,SUBORDINATION AGREEMENT,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party (gaining rights),N,
SUB,SUBORDINATION ESTOPPEL NON-DISTRUBANCE & ATTORNMENT AGMT.,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party (gaining rights),N,
